fecha,Bolilla 1,Bolilla 2,Bolilla 3,Bolilla 4,Bolilla 5,Bolilla 6,0,1,2,3,4
2020-07-28,18.0,12.0,22.0,8.0,37.0,36 ,,,,,
2020-07-25,13.0,29.0,11.0,7.0,32.0,31 ,,,,,
2020-07-23,27.0,12.0,14.0,18.0,1.0,36 ,,,,,
2020-07-21,3.0,28.0,12.0,26.0,32.0,16 ,,,,,
2020-07-18,36.0,18.0,31.0,10.0,9.0,04 ,,,,,
2020-07-16,17.0,18.0,20.0,3.0,21.0,05 ,,,,,
2020-07-14,1.0,14.0,9.0,3.0,4.0,30 ,,,,,
2020-07-11,21.0,5.0,18.0,7.0,29.0,37 ,,,,,
2020-07-09,6.0,24.0,9.0,19.0,21.0,30 ,,,,,
2020-07-07,10.0,16.0,29.0,19.0,4.0,27 ,,,,,
2020-07-04,1.0,32.0,11.0,2.0,28.0,03 ,,,,,
2020-07-02,29.0,39.0,8.0,20.0,13.0,30 ,,,,,
2020-06-30,3.0,34.0,14.0,1.0,29.0,20 ,,,,,
2020-06-27,8.0,7.0,19.0,11.0,33.0,06 ,,,,,
2020-06-25,27.0,5.0,1.0,22.0,19.0,35 ,,,,,
2020-06-23,38.0,28.0,27.0,36.0,8.0,14 ,,,,,
2020-06-20,33.0,4.0,1.0,35.0,9.0,15 ,,,,,
2020-06-18,21.0,38.0,10.0,34.0,18.0,19 ,,,,,
2020-06-16,16.0,7.0,39.0,9.0,31.0,17 ,,,,,
2020-06-13,18.0,35.0,13.0,17.0,39.0,03 ,,,,,
2020-06-11,26.0,8.0,31.0,3.0,20.0,23 ,,,,,
2020-06-09,16.0,13.0,29.0,15.0,38.0,31 ,,,,,
2020-06-06,16.0,20.0,40.0,17.0,31.0,18 ,,,,,
2020-06-04,8.0,28.0,10.0,31.0,39.0,04 ,,,,,
2020-06-02,3.0,21.0,40.0,18.0,9.0,33 ,,,,,
2020-03-14,21.0,16.0,11.0,7.0,33.0,39 ,,,,,
2020-03-12,11.0,37.0,8.0,28.0,5.0,10 ,,,,,
2020-03-10,22.0,6.0,38.0,13.0,2.0,16 ,,,,,
2020-03-07,7.0,36.0,29.0,17.0,12.0,25 ,,,,,
2020-03-05,37.0,12.0,22.0,19.0,4.0,08 ,,,,,
2020-03-03,21.0,36.0,26.0,25.0,10.0,18 ,,,,,
2020-02-29,14.0,17.0,26.0,1.0,13.0,25 ,,,,,
2020-02-27,29.0,36.0,38.0,5.0,23.0,16 ,,,,,
2020-02-25,21.0,20.0,5.0,33.0,7.0,03 ,,,,,
2020-02-22,11.0,2.0,20.0,9.0,27.0,31 ,,,,,
2020-02-20,21.0,14.0,16.0,36.0,3.0,23 ,,,,,
2020-02-18,35.0,24.0,5.0,13.0,4.0,15 ,,,,,
2020-02-15,14.0,20.0,3.0,27.0,6.0,23 ,,,,,
2020-02-13,17.0,34.0,27.0,7.0,11.0,28 ,,,,,
2020-02-11,22.0,3.0,39.0,11.0,26.0,31 ,,,,,
2020-02-08,30.0,8.0,17.0,27.0,36.0,37 ,,,,,
2020-02-06,15.0,2.0,1.0,27.0,5.0,24 ,,,,,
2020-02-04,22.0,2.0,21.0,9.0,26.0,40 ,,,,,
2020-02-01,22.0,4.0,21.0,35.0,39.0,36 ,,,,,
2020-01-30,5.0,8.0,6.0,17.0,29.0,12 ,,,,,
2020-01-28,19.0,23.0,7.0,17.0,6.0,09 ,,,,,
2020-01-25,7.0,12.0,23.0,32.0,38.0,04 ,,,,,
2020-01-23,33.0,18.0,16.0,4.0,12.0,21 ,,,,,
2020-01-21,1.0,14.0,2.0,6.0,18.0,05 ,,,,,
2020-01-18,22.0,2.0,26.0,9.0,25.0,12 ,,,,,
2020-01-16,3.0,35.0,1.0,15.0,34.0,08 ,,,,,
2020-01-14,14.0,37.0,32.0,8.0,19.0,04 ,,,,,
2020-01-11,25.0,23.0,22.0,32.0,27.0,11 ,,,,,
2020-01-09,29.0,35.0,39.0,23.0,30.0,13 ,,,,,
2020-01-07,8.0,20.0,38.0,39.0,35.0,01 ,,,,,
2020-01-04,26.0,27.0,5.0,19.0,32.0,16 ,,,,,
2020-01-02,7.0,3.0,11.0,4.0,25.0,32 ,,,,,
2019-12-31,2.0,15.0,24.0,20.0,21.0,31 ,,,,,
2019-12-28,14.0,30.0,18.0,33.0,24.0,04 ,,,,,
2019-12-26,32.0,34.0,12.0,7.0,39.0,21 ,,,,,
2019-12-24,32.0,3.0,40.0,26.0,15.0,16 ,,,,,
2019-12-21,6.0,30.0,26.0,40.0,31.0,14 ,,,,,
2019-12-19,9.0,36.0,11.0,40.0,19.0,06 ,,,,,
2019-12-17,33.0,14.0,36.0,24.0,37.0,28 ,,,,,
2019-12-14,28.0,26.0,12.0,30.0,39.0,08 ,,,,,
2019-12-12,26.0,8.0,29.0,22.0,28.0,20 ,,,,,
2019-12-10,1.0,2.0,12.0,19.0,34.0,09 ,,,,,
2019-12-07,5.0,23.0,9.0,1.0,10.0,30 ,,,,,
2019-12-05,35.0,12.0,37.0,30.0,16.0,31 ,,,,,
2019-12-03,32.0,5.0,25.0,15.0,17.0,03 ,,,,,
2019-11-30,16.0,5.0,21.0,1.0,39.0,18 ,,,,,
2019-11-28,6.0,22.0,20.0,9.0,28.0,36 ,,,,,
2019-11-26,30.0,14.0,18.0,21.0,33.0,08 ,,,,,
2019-11-23,31.0,10.0,28.0,18.0,2.0,08 ,,,,,
2019-11-21,35.0,5.0,2.0,16.0,39.0,32 ,,,,,
2019-11-19,2.0,13.0,26.0,32.0,24.0,39 ,,,,,
2019-11-16,15.0,22.0,9.0,21.0,2.0,28 ,,,,,
2019-11-14,32.0,23.0,7.0,21.0,35.0,40 ,,,,,
2019-11-12,24.0,2.0,18.0,13.0,37.0,12 ,,,,,
2019-11-09,19.0,36.0,39.0,1.0,32.0,38 ,,,,,
2019-11-07,20.0,11.0,22.0,21.0,7.0,37 ,,,,,
2019-11-05,27.0,10.0,13.0,28.0,4.0,19 ,,,,,
2019-11-02,16.0,4.0,21.0,2.0,11.0,39 ,,,,,
2019-10-31,34.0,18.0,21.0,36.0,27.0,39 ,,,,,
2019-10-29,9.0,17.0,2.0,7.0,19.0,34 ,,,,,
2019-10-26,26.0,9.0,5.0,1.0,16.0,06 ,,,,,
2019-10-24,2.0,17.0,23.0,5.0,22.0,14 ,,,,,
2019-10-22,17.0,18.0,33.0,7.0,5.0,40 ,,,,,
2019-10-19,40.0,2.0,39.0,30.0,33.0,28 ,,,,,
2019-10-17,25.0,16.0,18.0,20.0,14.0,11 ,,,,,
2019-10-15,14.0,4.0,5.0,18.0,32.0,28 ,,,,,
2019-10-12,27.0,9.0,8.0,10.0,22.0,23 ,,,,,
2019-10-10,37.0,16.0,10.0,35.0,25.0,22 ,,,,,
2019-10-08,30.0,9.0,19.0,8.0,13.0,26 ,,,,,
2019-10-05,34.0,29.0,15.0,23.0,40.0,06 ,,,,,
2019-10-03,32.0,36.0,33.0,37.0,5.0,02 ,,,,,
2019-10-01,19.0,28.0,22.0,14.0,37.0,04 ,,,,,
2019-09-28,36.0,33.0,1.0,40.0,35.0,28 ,,,,,
2019-09-26,9.0,12.0,17.0,19.0,10.0,13 ,,,,,
2019-09-24,36.0,2.0,32.0,9.0,14.0,13 ,,,,,
2019-09-21,30.0,4.0,34.0,37.0,2.0,31 ,,,,,
2019-09-19,26.0,14.0,25.0,40.0,29.0,06 ,,,,,
2019-09-17,40.0,10.0,27.0,38.0,21.0,26 ,,,,,
2019-09-14,29.0,12.0,28.0,18.0,8.0,27 ,,,,,
2019-09-12,33.0,21.0,11.0,2.0,7.0,31 ,,,,,
2019-09-10,3.0,19.0,6.0,26.0,5.0,23 ,,,,,
2019-09-07,13.0,14.0,19.0,7.0,9.0,01 ,,,,,
2019-09-05,20.0,8.0,34.0,14.0,30.0,16 ,,,,,
2019-09-03,26.0,24.0,18.0,12.0,20.0,29 ,,,,,
2019-08-31,25.0,23.0,38.0,20.0,26.0,19 ,,,,,
2019-08-29,21.0,20.0,17.0,12.0,40.0,03 ,,,,,
2019-08-27,10.0,28.0,31.0,26.0,22.0,38 ,,,,,
2019-08-24,22.0,9.0,32.0,4.0,17.0,15 ,,,,,
2019-08-22,13.0,28.0,19.0,3.0,27.0,16 ,,,,,
2019-08-20,20.0,15.0,21.0,25.0,5.0,36 ,,,,,
2019-08-17,18.0,32.0,38.0,7.0,27.0,10 ,,,,,
2019-08-15,31.0,12.0,13.0,5.0,23.0,07 ,,,,,
2019-08-13,10.0,30.0,33.0,38.0,3.0,35 ,,,,,
2019-08-10,5.0,30.0,27.0,2.0,7.0,15 ,,,,,
2019-08-08,30.0,31.0,7.0,16.0,21.0,40 ,,,,,
2019-08-06,25.0,3.0,16.0,29.0,7.0,33 ,,,,,
2019-08-03,27.0,15.0,37.0,28.0,21.0,04 ,,,,,
2019-08-01,4.0,39.0,16.0,1.0,33.0,06 ,,,,,
2019-07-30,14.0,13.0,4.0,24.0,22.0,12 ,,,,,
2019-07-27,38.0,16.0,39.0,9.0,25.0,29 ,,,,,
2019-07-25,3.0,35.0,28.0,9.0,39.0,40 ,,,,,
2019-07-23,20.0,10.0,38.0,24.0,40.0,23 ,,,,,
2019-07-20,7.0,4.0,11.0,38.0,14.0,35 ,,,,,
2019-07-18,32.0,33.0,25.0,37.0,6.0,18 ,,,,,
2019-07-16,9.0,32.0,34.0,29.0,11.0,26 ,,,,,
2019-07-13,6.0,16.0,14.0,13.0,26.0,07 ,,,,,
2019-07-11,20.0,22.0,23.0,15.0,2.0,34 ,,,,,
2019-07-09,39.0,34.0,30.0,8.0,4.0,14 ,,,,,
2019-07-06,27.0,29.0,39.0,10.0,22.0,32 ,,,,,
2019-07-04,2.0,33.0,28.0,26.0,18.0,35 ,,,,,
2019-07-02,36.0,6.0,33.0,17.0,30.0,10 ,,,,,
2019-06-29,26.0,12.0,33.0,22.0,34.0,23 ,,,,,
2019-06-27,10.0,36.0,31.0,9.0,22.0,13 ,,,,,
2019-06-25,2.0,20.0,17.0,22.0,36.0,26 ,,,,,
2019-06-22,26.0,38.0,22.0,12.0,31.0,08 ,,,,,
2019-06-20,37.0,5.0,3.0,16.0,18.0,31 ,,,,,
2019-06-18,2.0,28.0,39.0,18.0,25.0,32 ,,,,,
2019-06-15,39.0,26.0,7.0,30.0,38.0,34 ,,,,,
2019-06-13,11.0,32.0,31.0,30.0,17.0,02 ,,,,,
2019-06-11,17.0,9.0,7.0,3.0,36.0,32 ,,,,,
2019-06-08,39.0,31.0,27.0,3.0,1.0,24 ,,,,,
2019-06-06,34.0,6.0,16.0,35.0,5.0,22 ,,,,,
2019-06-04,27.0,23.0,18.0,4.0,25.0,32 ,,,,,
2019-06-01,5.0,10.0,19.0,37.0,18.0,29 ,,,,,
2019-05-30,6.0,39.0,7.0,23.0,4.0,17 ,,,,,
2019-05-28,31.0,35.0,26.0,6.0,32.0,12 ,,,,,
2019-05-25,23.0,24.0,1.0,3.0,35.0,31 ,,,,,
2019-05-23,3.0,28.0,23.0,31.0,25.0,20 ,,,,,
2019-05-21,29.0,19.0,30.0,40.0,18.0,23 ,,,,,
2019-05-18,15.0,35.0,4.0,31.0,27.0,16 ,,,,,
2019-05-16,25.0,27.0,22.0,6.0,33.0,09 ,,,,,
2019-05-14,5.0,39.0,2.0,15.0,35.0,13 ,,,,,
2019-05-11,13.0,16.0,5.0,33.0,3.0,40 ,,,,,
2019-05-09,19.0,23.0,12.0,38.0,8.0,34 ,,,,,
2019-05-07,7.0,32.0,34.0,28.0,37.0,14 ,,,,,
2019-05-04,20.0,3.0,5.0,7.0,39.0,12 ,,,,,
2019-05-02,36.0,10.0,40.0,28.0,6.0,04 ,,,,,
2019-04-30,29.0,1.0,24.0,37.0,17.0,36 ,,,,,
2019-04-27,3.0,33.0,40.0,20.0,31.0,09 ,,,,,
2019-04-25,6.0,33.0,3.0,24.0,10.0,15 ,,,,,
2019-04-23,37.0,10.0,38.0,6.0,34.0,25 ,,,,,
2019-04-20,21.0,23.0,14.0,40.0,18.0,28 ,,,,,
2019-04-18,11.0,33.0,7.0,2.0,13.0,26 ,,,,,
2019-04-16,17.0,3.0,23.0,10.0,32.0,39 ,,,,,
2019-04-13,3.0,12.0,9.0,6.0,28.0,14 ,,,,,
2019-04-11,37.0,5.0,22.0,2.0,32.0,11 ,,,,,
2019-04-09,6.0,11.0,10.0,15.0,2.0,29 ,,,,,
2019-04-06,39.0,25.0,7.0,22.0,18.0,32 ,,,,,
2019-04-04,16.0,25.0,26.0,24.0,13.0,22 ,,,,,
2019-04-02,31.0,21.0,17.0,15.0,28.0,19 ,,,,,
2019-03-30,4.0,37.0,15.0,26.0,2.0,33 ,,,,,
2019-03-28,20.0,38.0,28.0,24.0,33.0,27 ,,,,,
2019-03-26,15.0,40.0,18.0,33.0,28.0,09 ,,,,,
2019-03-23,12.0,34.0,6.0,28.0,2.0,11 ,,,,,
2019-03-21,34.0,1.0,24.0,28.0,13.0,02 ,,,,,
2019-03-19,17.0,34.0,27.0,36.0,22.0,25 ,,,,,
2019-03-16,12.0,6.0,27.0,26.0,19.0,40 ,,,,,
2019-03-14,18.0,29.0,17.0,11.0,9.0,22 ,,,,,
2019-03-12,7.0,10.0,12.0,21.0,13.0,30 ,,,,,
2019-03-09,37.0,33.0,19.0,32.0,21.0,05 ,,,,,
2019-03-07,35.0,18.0,31.0,12.0,29.0,15 ,,,,,
2019-03-05,23.0,5.0,8.0,3.0,29.0,02 ,,,,,
2019-03-02,33.0,3.0,11.0,29.0,39.0,36 ,,,,,
2019-02-28,6.0,1.0,38.0,36.0,9.0,04 ,,,,,
2019-02-26,24.0,38.0,34.0,39.0,17.0,16 ,,,,,
2019-02-23,12.0,24.0,6.0,7.0,37.0,14 ,,,,,
2019-02-21,35.0,15.0,21.0,19.0,32.0,26 ,,,,,
2019-02-19,37.0,35.0,30.0,13.0,22.0,16 ,,,,,
2019-02-16,14.0,37.0,21.0,4.0,20.0,30 ,,,,,
2019-02-14,24.0,12.0,14.0,38.0,15.0,04 ,,,,,
2019-02-12,32.0,21.0,26.0,29.0,27.0,17 ,,,,,
2019-02-09,6.0,4.0,10.0,7.0,40.0,22 ,,,,,
2019-02-07,6.0,5.0,11.0,4.0,22.0,15 ,,,,,
2019-02-05,12.0,29.0,27.0,26.0,14.0,25 ,,,,,
2019-02-02,40.0,31.0,34.0,9.0,15.0,27 ,,,,,
2019-01-31,39.0,11.0,13.0,24.0,4.0,09 ,,,,,
2019-01-29,40.0,9.0,26.0,32.0,36.0,10 ,,,,,
2019-01-26,5.0,25.0,12.0,7.0,30.0,32 ,,,,,
2019-01-24,35.0,19.0,1.0,22.0,30.0,13 ,,,,,
2019-01-22,13.0,2.0,8.0,22.0,15.0,39 ,,,,,
2019-01-19,29.0,40.0,30.0,3.0,5.0,09 ,,,,,
2019-01-17,25.0,19.0,9.0,11.0,13.0,33 ,,,,,
2019-01-15,38.0,40.0,29.0,25.0,11.0,34 ,,,,,
2019-01-12,13.0,14.0,17.0,4.0,3.0,01 ,,,,,
2019-01-10,21.0,25.0,1.0,34.0,36.0,05 ,,,,,
2019-01-08,30.0,9.0,33.0,1.0,11.0,22 ,,,,,
2019-01-05,8.0,37.0,29.0,13.0,32.0,05 ,,,,,
2019-01-03,23.0,4.0,31.0,15.0,3.0,32 ,,,,,
2019-01-01,20.0,12.0,33.0,2.0,27.0,10 ,,,,,
2018-12-29,39.0,25.0,36.0,16.0,1.0,26 ,,,,,
2018-12-27,20.0,26.0,6.0,21.0,27.0,24 ,,,,,
2018-12-25,34.0,17.0,31.0,37.0,33.0,23 ,,,,,
2018-12-22,19.0,13.0,24.0,10.0,16.0,23 ,,,,,
2018-12-20,33.0,26.0,7.0,29.0,31.0,09 ,,,,,
2018-12-18,21.0,26.0,30.0,20.0,24.0,13 ,,,,,
2018-12-15,23.0,38.0,4.0,20.0,1.0,34 ,,,,,
2018-12-13,10.0,20.0,33.0,13.0,5.0,23 ,,,,,
2018-12-11,14.0,18.0,5.0,40.0,11.0,13 ,,,,,
2018-12-08,26.0,28.0,25.0,17.0,11.0,22 ,,,,,
2018-12-06,23.0,21.0,34.0,36.0,3.0,01 ,,,,,
2018-12-04,27.0,31.0,29.0,12.0,3.0,15 ,,,,,
2018-12-01,13.0,5.0,8.0,35.0,26.0,39 ,,,,,
2018-11-29,4.0,23.0,3.0,34.0,13.0,15 ,,,,,
2018-11-27,10.0,38.0,7.0,13.0,18.0,05 ,,,,,
2018-11-24,13.0,21.0,12.0,39.0,29.0,03 ,,,,,
2018-11-22,12.0,25.0,35.0,7.0,37.0,33 ,,,,,
2018-11-20,39.0,30.0,33.0,18.0,37.0,13 ,,,,,
2018-11-17,3.0,34.0,21.0,9.0,38.0,33 ,,,,,
2018-11-15,39.0,32.0,38.0,23.0,8.0,18 ,,,,,
2018-11-13,40.0,19.0,17.0,8.0,34.0,35 ,,,,,
2018-11-10,40.0,37.0,19.0,30.0,25.0,33 ,,,,,
2018-11-08,29.0,38.0,36.0,24.0,14.0,35 ,,,,,
2018-11-06,2.0,15.0,32.0,29.0,8.0,39 ,,,,,
2018-11-03,13.0,7.0,15.0,23.0,19.0,21 ,,,,,
2018-11-01,25.0,20.0,34.0,32.0,1.0,23 ,,,,,
2018-10-30,10.0,5.0,2.0,23.0,11.0,36 ,,,,,
2018-10-27,24.0,40.0,8.0,3.0,16.0,17 ,,,,,
2018-10-25,5.0,20.0,16.0,33.0,39.0,10 ,,,,,
2018-10-23,27.0,28.0,33.0,20.0,39.0,24 ,,,,,
2018-10-20,25.0,6.0,39.0,16.0,40.0,04 ,,,,,
2018-10-18,19.0,1.0,25.0,24.0,23.0,11 ,,,,,
2018-10-16,22.0,10.0,33.0,24.0,38.0,12 ,,,,,
2018-10-13,25.0,7.0,17.0,36.0,18.0,24 ,,,,,
2018-10-11,13.0,24.0,37.0,21.0,26.0,23 ,,,,,
2018-10-09,12.0,22.0,30.0,27.0,16.0,31 ,,,,,
2018-10-06,40.0,16.0,35.0,29.0,3.0,20 ,,,,,
2018-10-04,36.0,27.0,17.0,15.0,9.0,39 ,,,,,
2018-10-02,23.0,19.0,40.0,37.0,4.0,25 ,,,,,
2018-09-29,24.0,29.0,40.0,10.0,8.0,33 ,,,,,
2018-09-27,19.0,17.0,38.0,24.0,27.0,25 ,,,,,
2018-09-25,9.0,23.0,2.0,25.0,36.0,03 ,,,,,
2018-09-22,21.0,35.0,14.0,1.0,4.0,23 ,,,,,
2018-09-20,27.0,28.0,5.0,10.0,13.0,25 ,,,,,
2018-09-18,34.0,3.0,10.0,8.0,18.0,01 ,,,,,
2018-09-15,4.0,9.0,2.0,24.0,30.0,33 ,,,,,
2018-09-13,22.0,8.0,19.0,6.0,38.0,33 ,,,,,
2018-09-11,19.0,1.0,12.0,2.0,11.0,29 ,,,,,
2018-09-08,12.0,31.0,5.0,34.0,35.0,30 ,,,,,
2018-09-06,2.0,1.0,37.0,4.0,34.0,06 ,,,,,
2018-09-04,39.0,18.0,38.0,31.0,5.0,15 ,,,,,
2018-09-01,30.0,10.0,27.0,38.0,17.0,03 ,,,,,
2018-08-30,38.0,35.0,11.0,34.0,27.0,40 ,,,,,
2018-08-28,13.0,22.0,6.0,3.0,27.0,05 ,,,,,
2018-08-25,4.0,14.0,29.0,19.0,1.0,34 ,,,,,
2018-08-23,28.0,13.0,26.0,21.0,22.0,07 ,,,,,
2018-08-21,27.0,20.0,8.0,16.0,2.0,06 ,,,,,
2018-08-18,33.0,16.0,28.0,25.0,2.0,38 ,,,,,
2018-08-16,34.0,40.0,4.0,5.0,13.0,35 ,,,,,
2018-08-14,22.0,34.0,4.0,12.0,17.0,30 ,,,,,
2018-08-11,19.0,16.0,7.0,40.0,31.0,01 ,,,,,
2018-08-09,32.0,27.0,11.0,28.0,34.0,26 ,,,,,
2018-08-07,36.0,27.0,35.0,7.0,5.0,18 ,,,,,
2018-08-04,37.0,7.0,29.0,31.0,26.0,09 ,,,,,
2018-08-02,13.0,7.0,40.0,16.0,20.0,37 ,,,,,
2018-07-31,29.0,12.0,4.0,28.0,13.0,19 ,,,,,
2018-07-28,30.0,37.0,14.0,15.0,27.0,05 ,,,,,
2018-07-26,18.0,40.0,5.0,11.0,14.0,07 ,,,,,
2018-07-24,28.0,30.0,38.0,34.0,3.0,13 ,,,,,
2018-07-21,18.0,4.0,29.0,16.0,13.0,25 ,,,,,
2018-07-19,4.0,8.0,27.0,33.0,23.0,07 ,,,,,
2018-07-17,17.0,12.0,26.0,9.0,19.0,23 ,,,,,
2018-07-14,26.0,29.0,36.0,39.0,4.0,35 ,,,,,
2018-07-12,39.0,18.0,21.0,8.0,31.0,26 ,,,,,
2018-07-10,11.0,5.0,14.0,12.0,15.0,28 ,,,,,
2018-07-07,7.0,26.0,38.0,19.0,1.0,32 ,,,,,
2018-07-05,29.0,1.0,39.0,5.0,36.0,17 ,,,,,
2018-07-03,20.0,22.0,15.0,8.0,34.0,18 ,,,,,
2018-06-30,10.0,14.0,11.0,16.0,7.0,30 ,,,,,
2018-06-28,23.0,4.0,27.0,31.0,20.0,17 ,,,,,
2018-06-26,35.0,22.0,9.0,10.0,3.0,07 ,,,,,
2018-06-23,23.0,26.0,5.0,1.0,13.0,39 ,,,,,
2018-06-21,19.0,17.0,34.0,27.0,4.0,15 ,,,,,
2018-06-19,34.0,3.0,7.0,1.0,33.0,04 ,,,,,
2018-06-16,5.0,6.0,34.0,14.0,38.0,35 ,,,,,
2018-06-14,25.0,13.0,30.0,16.0,33.0,39 ,,,,,
2018-06-12,13.0,4.0,29.0,16.0,34.0,26 ,,,,,
2018-06-09,27.0,19.0,23.0,6.0,33.0,17 ,,,,,
2018-06-07,17.0,18.0,33.0,39.0,9.0,02 ,,,,,
2018-06-05,34.0,13.0,39.0,35.0,7.0,28 ,,,,,
2018-06-02,11.0,6.0,38.0,5.0,16.0,35 ,,,,,
2018-05-31,25.0,5.0,29.0,18.0,13.0,15 ,,,,,
2018-05-29,21.0,32.0,26.0,20.0,31.0,01 ,,,,,
2018-05-26,30.0,17.0,7.0,15.0,39.0,06 ,,,,,
2018-05-24,33.0,21.0,18.0,9.0,38.0,37 ,,,,,
2018-05-22,11.0,6.0,30.0,18.0,32.0,20 ,,,,,
2018-05-19,1.0,4.0,40.0,5.0,30.0,23 ,,,,,
2018-05-17,20.0,4.0,10.0,28.0,25.0,38 ,,,,,
2018-05-15,10.0,18.0,22.0,27.0,23.0,12 ,,,,,
2018-05-12,7.0,5.0,33.0,11.0,24.0,28 ,,,,,
2018-05-10,26.0,37.0,25.0,34.0,17.0,31 ,,,,,
2018-05-08,34.0,20.0,11.0,25.0,26.0,27 ,,,,,
2018-05-05,20.0,40.0,36.0,35.0,4.0,29 ,,,,,
2018-05-03,10.0,31.0,12.0,8.0,22.0,27 ,,,,,
2018-05-01,34.0,39.0,37.0,21.0,24.0,38 ,,,,,
2018-04-28,34.0,16.0,31.0,27.0,18.0,04 ,,,,,
2018-04-26,34.0,22.0,10.0,26.0,28.0,39 ,,,,,
2018-04-24,29.0,35.0,22.0,21.0,15.0,11 ,,,,,
2018-04-21,28.0,27.0,32.0,18.0,9.0,06 ,,,,,
2018-04-19,25.0,9.0,40.0,22.0,35.0,15 ,,,,,
2018-04-17,2.0,23.0,17.0,11.0,10.0,38 ,,,,,
2018-04-14,34.0,18.0,20.0,12.0,26.0,04 ,,,,,
2018-04-12,31.0,34.0,24.0,22.0,29.0,04 ,,,,,
2018-04-10,39.0,14.0,18.0,8.0,16.0,28 ,,,,,
2018-04-07,31.0,32.0,24.0,25.0,33.0,20 ,,,,,
2018-04-05,16.0,21.0,31.0,35.0,3.0,33 ,,,,,
2018-04-03,39.0,6.0,28.0,37.0,14.0,15 ,,,,,
2018-03-31,12.0,8.0,14.0,28.0,40.0,18 ,,,,,
2018-03-29,2.0,4.0,21.0,14.0,40.0,31 ,,,,,
2018-03-27,3.0,13.0,33.0,18.0,14.0,26 ,,,,,
2018-03-24,15.0,12.0,17.0,37.0,38.0,10 ,,,,,
2018-03-22,27.0,23.0,20.0,31.0,15.0,22 ,,,,,
2018-03-20,30.0,6.0,12.0,22.0,7.0,35 ,,,,,
2018-03-17,19.0,12.0,33.0,29.0,15.0,10 ,,,,,
2018-03-15,18.0,11.0,24.0,13.0,6.0,26 ,,,,,
2018-03-13,25.0,36.0,19.0,32.0,37.0,27 ,,,,,
2018-03-10,25.0,33.0,2.0,6.0,9.0,12 ,,,,,
2018-03-08,39.0,12.0,10.0,18.0,31.0,11 ,,,,,
2018-03-06,13.0,7.0,31.0,34.0,20.0,30 ,,,,,
2018-03-03,19.0,39.0,33.0,35.0,26.0,06 ,,,,,
2018-03-01,35.0,5.0,33.0,37.0,4.0,16 ,,,,,
2018-02-27,39.0,28.0,10.0,1.0,5.0,40 ,,,,,
2018-02-24,37.0,32.0,22.0,27.0,23.0,33 ,,,,,
2018-02-22,19.0,30.0,22.0,33.0,18.0,13 ,,,,,
2018-02-20,13.0,3.0,37.0,18.0,29.0,17 ,,,,,
2018-02-17,20.0,40.0,23.0,35.0,19.0,39 ,,,,,
2018-02-15,10.0,34.0,33.0,4.0,19.0,27 ,,,,,
2018-02-13,36.0,15.0,10.0,22.0,20.0,12 ,,,,,
2018-02-10,36.0,24.0,34.0,11.0,29.0,04 ,,,,,
2018-02-08,25.0,23.0,6.0,2.0,22.0,36 ,,,,,
2018-02-06,2.0,8.0,32.0,33.0,3.0,10 ,,,,,
2018-02-03,37.0,21.0,8.0,20.0,7.0,03 ,,,,,
2018-02-01,25.0,30.0,32.0,26.0,27.0,09 ,,,,,
2018-01-30,15.0,4.0,37.0,8.0,22.0,30 ,,,,,
2018-01-27,1.0,14.0,7.0,9.0,36.0,23 ,,,,,
2018-01-25,40.0,24.0,19.0,28.0,18.0,34 ,,,,,
2018-01-23,12.0,24.0,33.0,19.0,14.0,03 ,,,,,
2018-01-20,3.0,19.0,16.0,15.0,6.0,34 ,,,,,
2018-01-18,15.0,5.0,38.0,31.0,39.0,35 ,,,,,
2018-01-16,12.0,17.0,40.0,25.0,35.0,29 ,,,,,
2018-01-13,11.0,17.0,38.0,9.0,16.0,06 ,,,,,
2018-01-11,24.0,22.0,11.0,26.0,37.0,16 ,,,,,
2018-01-09,38.0,39.0,32.0,10.0,2.0,36 ,,,,,
2018-01-06,5.0,39.0,38.0,25.0,36.0,33 ,,,,,
2018-01-04,28.0,4.0,37.0,20.0,31.0,10 ,,,,,
2018-01-02,32.0,14.0,27.0,7.0,36.0,12 ,,,,,
2017-12-30,14.0,25.0,33.0,9.0,30.0,06 ,,,,,
2017-12-28,30.0,24.0,27.0,8.0,40.0,37 ,,,,,
2017-12-26,20.0,4.0,25.0,6.0,29.0,01 ,,,,,
2017-12-23,4.0,29.0,23.0,18.0,1.0,37 ,,,,,
2017-12-21,7.0,2.0,9.0,25.0,24.0,37 ,,,,,
2017-12-19,40.0,7.0,34.0,21.0,31.0,19 ,,,,,
2017-12-16,22.0,39.0,17.0,11.0,7.0,04 ,,,,,
2017-12-14,8.0,20.0,17.0,3.0,24.0,10 ,,,,,
2017-12-12,28.0,4.0,16.0,27.0,23.0,30 ,,,,,
2017-12-09,6.0,1.0,27.0,39.0,35.0,11 ,,,,,
2017-12-07,8.0,11.0,25.0,20.0,2.0,17 ,,,,,
2017-12-05,2.0,38.0,14.0,35.0,16.0,09 ,,,,,
2017-12-02,3.0,15.0,38.0,30.0,21.0,39 ,,,,,
2017-11-30,18.0,14.0,19.0,4.0,30.0,10 ,,,,,
2017-11-28,34.0,30.0,27.0,39.0,22.0,03 ,,,,,
2017-11-25,33.0,39.0,8.0,27.0,6.0,26 ,,,,,
2017-11-23,32.0,16.0,8.0,3.0,2.0,38 ,,,,,
