Bolilla 1,Bolilla 2,Bolilla 3,Bolilla 4,Bolilla 5,Bolilla 6
4.0,10.0,17.0,2.0,20.0,38 
17.0,7.0,38.0,40.0,9.0,10 
28.0,13.0,6.0,8.0,33.0,18 
20.0,26.0,12.0,25.0,13.0,23 
25.0,30.0,7.0,11.0,20.0,05 
19.0,28.0,26.0,24.0,12.0,15 
21.0,29.0,22.0,31.0,7.0,27 
5.0,24.0,20.0,40.0,28.0,32 
7.0,34.0,2.0,9.0,37.0,06 
10.0,34.0,38.0,5.0,39.0,28 
26.0,21.0,29.0,9.0,8.0,36 
29.0,1.0,3.0,32.0,26.0,31 
27.0,10.0,40.0,28.0,5.0,02 
39.0,26.0,40.0,21.0,13.0,07 
22.0,8.0,3.0,36.0,21.0,27 
13.0,5.0,22.0,4.0,20.0,14 
23.0,6.0,13.0,4.0,39.0,19 
16.0,26.0,18.0,20.0,29.0,01 
7.0,18.0,39.0,10.0,27.0,31 
40.0,9.0,10.0,12.0,20.0,32 
11.0,14.0,24.0,1.0,7.0,36 
25.0,30.0,35.0,3.0,19.0,32 
16.0,40.0,21.0,1.0,19.0,38 
40.0,39.0,38.0,29.0,34.0,04 
4.0,40.0,17.0,20.0,33.0,28 
36.0,29.0,10.0,18.0,9.0,01 
16.0,22.0,19.0,11.0,1.0,02 
3.0,33.0,10.0,13.0,12.0,23 
25.0,17.0,18.0,15.0,9.0,12 
40.0,29.0,38.0,12.0,9.0,14 
9.0,21.0,33.0,22.0,10.0,27 
20.0,4.0,29.0,8.0,24.0,25 
12.0,17.0,16.0,3.0,35.0,05 
6.0,12.0,38.0,36.0,8.0,28 
24.0,14.0,16.0,12.0,17.0,36 
3.0,12.0,23.0,24.0,37.0,39 
9.0,13.0,21.0,27.0,29.0,34 
1.0,3.0,19.0,23.0,37.0,39 
2.0,10.0,11.0,20.0,29.0,32 
6.0,9.0,11.0,12.0,15.0,28 
4.0,9.0,20.0,22.0,37.0,38 
3.0,8.0,21.0,29.0,30.0,37 
4.0,21.0,28.0,30.0,37.0,39 
2.0,11.0,20.0,23.0,26.0,31 
3.0,4.0,11.0,17.0,18.0,36 
1.0,8.0,23.0,29.0,30.0,35 
6.0,11.0,16.0,20.0,28.0,38 
12.0,17.0,22.0,24.0,30.0,34 
11.0,14.0,26.0,27.0,32.0,40 
2.0,4.0,24.0,29.0,31.0,38 
3.0,5.0,6.0,24.0,30.0,39 
5.0,17.0,23.0,34.0,36.0,37 
12.0,24.0,30.0,33.0,36.0,38 
7.0,9.0,15.0,21.0,26.0,35 
5.0,13.0,16.0,23.0,35.0,39 
5.0,6.0,15.0,18.0,35.0,37 
9.0,10.0,19.0,21.0,37.0,39 
2.0,3.0,16.0,18.0,29.0,31 
2.0,3.0,9.0,10.0,33.0,39 
13.0,18.0,23.0,27.0,29.0,39 
1.0,4.0,19.0,27.0,31.0,34 
7.0,8.0,18.0,19.0,25.0,35 
10.0,18.0,32.0,36.0,37.0,38 
10.0,11.0,14.0,15.0,34.0,36 
11.0,17.0,25.0,33.0,35.0,37 
1.0,19.0,24.0,26.0,33.0,34 
1.0,2.0,5.0,14.0,29.0,32 
1.0,2.0,30.0,35.0,36.0,40 
4.0,6.0,7.0,9.0,26.0,30 
4.0,8.0,23.0,26.0,28.0,32 
1.0,3.0,10.0,13.0,17.0,21 
13.0,15.0,22.0,24.0,36.0,37 
1.0,3.0,5.0,21.0,29.0,30 
2.0,6.0,7.0,26.0,33.0,36 
2.0,13.0,16.0,19.0,32.0,34 
2.0,11.0,13.0,15.0,23.0,36 
3.0,6.0,21.0,25.0,35.0,39 
8.0,13.0,16.0,23.0,29.0,35 
2.0,5.0,18.0,28.0,32.0,35 
2.0,5.0,9.0,19.0,25.0,32 
6.0,10.0,17.0,18.0,21.0,36 
6.0,16.0,19.0,21.0,28.0,35 
6.0,8.0,10.0,24.0,26.0,28 
13.0,14.0,15.0,30.0,33.0,36 
8.0,16.0,21.0,28.0,30.0,32 
8.0,13.0,22.0,27.0,31.0,33 
5.0,10.0,15.0,26.0,29.0,38 
4.0,6.0,10.0,23.0,25.0,26 
1.0,3.0,4.0,26.0,29.0,37 
8.0,13.0,22.0,35.0,39.0,40 
4.0,9.0,20.0,22.0,32.0,34 
2.0,3.0,6.0,16.0,21.0,33 
3.0,6.0,7.0,19.0,22.0,24 
10.0,12.0,13.0,32.0,33.0,39 
2.0,11.0,16.0,19.0,21.0,24 
1.0,2.0,3.0,18.0,35.0,39 
6.0,29.0,30.0,32.0,35.0,40 
2.0,12.0,14.0,16.0,22.0,36 
1.0,5.0,6.0,17.0,20.0,34 
1.0,25.0,33.0,34.0,39.0,40 
5.0,7.0,14.0,22.0,30.0,33 
8.0,19.0,27.0,31.0,34.0,36 
8.0,9.0,11.0,24.0,38.0,40 
4.0,18.0,21.0,22.0,34.0,35 
2.0,8.0,14.0,18.0,37.0,38 
1.0,9.0,12.0,16.0,29.0,40 
6.0,21.0,23.0,24.0,29.0,38 
2.0,14.0,28.0,30.0,34.0,35 
2.0,14.0,16.0,26.0,30.0,37 
7.0,9.0,11.0,16.0,27.0,37 
2.0,3.0,20.0,23.0,26.0,33 
9.0,11.0,19.0,20.0,26.0,28 
11.0,21.0,22.0,27.0,30.0,35 
11.0,17.0,18.0,19.0,25.0,26 
10.0,16.0,26.0,27.0,37.0,39 
3.0,11.0,16.0,17.0,21.0,25 
5.0,7.0,12.0,15.0,30.0,40 
1.0,2.0,5.0,15.0,19.0,36 
4.0,6.0,16.0,25.0,29.0,35 
5.0,7.0,16.0,32.0,34.0,35 
2.0,12.0,14.0,21.0,26.0,40 
8.0,11.0,14.0,21.0,22.0,39 
17.0,22.0,25.0,31.0,35.0,37 
6.0,7.0,21.0,26.0,33.0,35 
7.0,25.0,28.0,29.0,37.0,40 
13.0,14.0,20.0,25.0,39.0,40 
6.0,12.0,16.0,19.0,28.0,37 
1.0,2.0,13.0,19.0,24.0,34 
4.0,5.0,12.0,26.0,36.0,39 
19.0,20.0,26.0,29.0,33.0,39 
3.0,8.0,17.0,24.0,30.0,35 
4.0,5.0,8.0,14.0,20.0,23 
3.0,11.0,21.0,24.0,27.0,32 
5.0,7.0,8.0,13.0,14.0,32 
6.0,14.0,16.0,30.0,31.0,36 
8.0,16.0,19.0,20.0,25.0,32 
13.0,15.0,18.0,20.0,26.0,31 
2.0,20.0,34.0,35.0,37.0,39 
3.0,7.0,15.0,31.0,32.0,39 
5.0,11.0,12.0,18.0,22.0,39 
2.0,22.0,26.0,27.0,30.0,32 
7.0,19.0,22.0,32.0,36.0,39 
10.0,14.0,19.0,25.0,28.0,34 
2.0,7.0,13.0,23.0,28.0,38 
1.0,6.0,10.0,14.0,18.0,27 
2.0,3.0,9.0,22.0,35.0,37 
3.0,5.0,9.0,15.0,18.0,26 
5.0,13.0,19.0,22.0,24.0,39 
3.0,10.0,25.0,36.0,39.0,40 
10.0,19.0,28.0,31.0,32.0,37 
6.0,13.0,15.0,27.0,32.0,38 
12.0,19.0,21.0,22.0,25.0,33 
10.0,13.0,17.0,26.0,31.0,39 
9.0,13.0,19.0,21.0,25.0,36 
2.0,3.0,26.0,28.0,31.0,40 
6.0,12.0,16.0,28.0,29.0,32 
1.0,18.0,19.0,24.0,33.0,34 
1.0,5.0,11.0,16.0,26.0,31 
4.0,6.0,19.0,23.0,25.0,28 
15.0,17.0,19.0,30.0,33.0,35 
3.0,15.0,18.0,28.0,31.0,36 
4.0,12.0,13.0,15.0,26.0,33 
6.0,8.0,17.0,23.0,28.0,37 
1.0,7.0,14.0,16.0,17.0,26 
8.0,9.0,16.0,22.0,26.0,29 
2.0,10.0,15.0,22.0,30.0,33 
3.0,14.0,22.0,28.0,30.0,39 
7.0,10.0,30.0,32.0,36.0,39 
8.0,14.0,21.0,24.0,27.0,29 
6.0,9.0,17.0,21.0,25.0,30 
17.0,18.0,23.0,25.0,32.0,36 
14.0,16.0,20.0,26.0,27.0,30 
6.0,14.0,17.0,18.0,19.0,39 
2.0,19.0,20.0,21.0,32.0,38 
6.0,13.0,15.0,28.0,33.0,34 
11.0,18.0,19.0,21.0,27.0,38 
3.0,11.0,20.0,29.0,31.0,40 
5.0,7.0,8.0,16.0,18.0,32 
2.0,4.0,18.0,26.0,27.0,40 
5.0,17.0,25.0,31.0,33.0,35 
3.0,14.0,16.0,28.0,30.0,35 
13.0,24.0,26.0,36.0,37.0,38 
8.0,30.0,32.0,34.0,35.0,37 
2.0,6.0,9.0,17.0,19.0,27 
2.0,4.0,6.0,8.0,27.0,30 
1.0,3.0,7.0,20.0,22.0,37 
3.0,8.0,9.0,21.0,32.0,37 
12.0,16.0,17.0,20.0,25.0,34 
5.0,9.0,22.0,25.0,26.0,28 
2.0,3.0,17.0,26.0,30.0,36 
4.0,9.0,15.0,17.0,20.0,28 
2.0,10.0,20.0,21.0,30.0,40 
2.0,12.0,20.0,21.0,24.0,34 
4.0,17.0,19.0,21.0,22.0,25 
3.0,8.0,20.0,26.0,27.0,37 
1.0,7.0,9.0,22.0,25.0,31 
2.0,15.0,19.0,23.0,26.0,35 
2.0,9.0,12.0,15.0,16.0,33 
8.0,10.0,17.0,20.0,25.0,32 
1.0,3.0,5.0,7.0,17.0,40 
5.0,14.0,17.0,18.0,21.0,40 
6.0,11.0,13.0,27.0,29.0,38 
2.0,7.0,8.0,24.0,31.0,37 
2.0,17.0,19.0,20.0,27.0,31 
2.0,17.0,25.0,30.0,33.0,39 
12.0,13.0,17.0,23.0,24.0,40 
4.0,10.0,13.0,22.0,28.0,35 
2.0,6.0,20.0,30.0,35.0,38 
3.0,7.0,26.0,30.0,33.0,34 
7.0,8.0,16.0,20.0,23.0,34 
10.0,17.0,21.0,23.0,29.0,36 
3.0,9.0,11.0,18.0,23.0,28 
1.0,7.0,13.0,14.0,27.0,40 
1.0,6.0,10.0,33.0,37.0,40 
8.0,12.0,14.0,23.0,28.0,37 
12.0,19.0,20.0,22.0,26.0,38 
9.0,10.0,19.0,23.0,27.0,28 
3.0,6.0,15.0,19.0,30.0,38 
3.0,5.0,8.0,12.0,22.0,25 
1.0,23.0,24.0,28.0,38.0,40 
3.0,9.0,18.0,19.0,24.0,31 
2.0,7.0,15.0,17.0,18.0,33 
5.0,10.0,14.0,17.0,24.0,40 
12.0,13.0,20.0,26.0,28.0,37 
9.0,10.0,12.0,25.0,33.0,34 
5.0,12.0,18.0,20.0,21.0,36 
12.0,17.0,22.0,33.0,37.0,40 
1.0,16.0,30.0,35.0,36.0,39 
3.0,5.0,13.0,19.0,21.0,32 
1.0,3.0,14.0,20.0,32.0,37 
3.0,8.0,17.0,20.0,32.0,39 
2.0,22.0,23.0,25.0,29.0,33 
1.0,6.0,11.0,15.0,29.0,32 
1.0,10.0,11.0,15.0,17.0,21 
19.0,21.0,24.0,26.0,30.0,35 
3.0,19.0,23.0,29.0,33.0,40 
2.0,7.0,9.0,10.0,16.0,22 
3.0,6.0,19.0,25.0,34.0,35 
3.0,6.0,20.0,23.0,28.0,32 
8.0,14.0,22.0,25.0,36.0,39 
1.0,5.0,6.0,17.0,23.0,38 
2.0,5.0,8.0,32.0,35.0,36 
1.0,10.0,14.0,27.0,30.0,39 
3.0,5.0,16.0,20.0,29.0,32 
10.0,21.0,23.0,29.0,30.0,36 
10.0,15.0,16.0,32.0,34.0,36 
1.0,6.0,8.0,9.0,12.0,32 
5.0,18.0,19.0,22.0,38.0,39 
11.0,19.0,24.0,25.0,34.0,38 
3.0,19.0,25.0,26.0,35.0,36 
1.0,3.0,5.0,11.0,18.0,30 
4.0,18.0,21.0,26.0,32.0,39 
5.0,9.0,22.0,24.0,26.0,36 
2.0,5.0,19.0,22.0,33.0,37 
11.0,13.0,15.0,26.0,28.0,32 
4.0,14.0,17.0,18.0,33.0,39 
2.0,15.0,17.0,22.0,29.0,32 
15.0,17.0,26.0,28.0,29.0,33 
4.0,6.0,17.0,23.0,28.0,29 
2.0,3.0,9.0,20.0,28.0,40 
4.0,17.0,20.0,37.0,38.0,39 
5.0,8.0,16.0,23.0,28.0,37 
8.0,22.0,25.0,28.0,29.0,34 
4.0,6.0,12.0,24.0,26.0,35 
5.0,6.0,16.0,21.0,30.0,31 
3.0,4.0,5.0,9.0,30.0,33 
11.0,18.0,25.0,28.0,30.0,38 
3.0,12.0,15.0,30.0,32.0,37 
2.0,8.0,12.0,15.0,24.0,28 
5.0,10.0,29.0,36.0,38.0,40 
1.0,10.0,22.0,23.0,29.0,30 
5.0,7.0,15.0,29.0,30.0,33 
9.0,16.0,24.0,27.0,36.0,39 
16.0,21.0,22.0,35.0,38.0,40 
2.0,8.0,25.0,29.0,30.0,34 
3.0,9.0,11.0,16.0,22.0,28 
3.0,4.0,8.0,11.0,21.0,31 
3.0,12.0,14.0,21.0,25.0,33 
3.0,9.0,10.0,12.0,20.0,35 
2.0,4.0,7.0,14.0,20.0,39 
11.0,15.0,17.0,18.0,19.0,23 
6.0,15.0,19.0,37.0,39.0,40 
6.0,12.0,19.0,28.0,30.0,31 
11.0,12.0,15.0,19.0,25.0,32 
1.0,2.0,5.0,9.0,15.0,35 
7.0,13.0,20.0,21.0,29.0,40 
9.0,11.0,12.0,15.0,19.0,20 
5.0,9.0,20.0,22.0,30.0,35 
1.0,13.0,26.0,27.0,39.0,40 
8.0,9.0,10.0,15.0,16.0,25 
12.0,25.0,26.0,27.0,31.0,40 
7.0,19.0,28.0,31.0,36.0,37 
4.0,7.0,32.0,35.0,37.0,38 
14.0,15.0,18.0,22.0,31.0,39 
6.0,8.0,10.0,17.0,25.0,35 
3.0,7.0,11.0,13.0,22.0,38 
5.0,29.0,31.0,32.0,36.0,38 
1.0,6.0,24.0,26.0,30.0,39 
12.0,16.0,19.0,23.0,28.0,29 
20.0,26.0,29.0,30.0,31.0,38 
2.0,3.0,11.0,17.0,20.0,32 
8.0,17.0,26.0,34.0,35.0,36 
2.0,8.0,20.0,24.0,25.0,40 
8.0,17.0,18.0,23.0,24.0,33 
4.0,7.0,27.0,34.0,37.0,39 
9.0,13.0,18.0,19.0,32.0,33 
5.0,10.0,11.0,23.0,32.0,37 
9.0,19.0,26.0,35.0,37.0,39 
6.0,12.0,15.0,22.0,35.0,37 
1.0,13.0,18.0,20.0,30.0,40 
3.0,9.0,18.0,22.0,32.0,39 
10.0,13.0,20.0,25.0,29.0,39 
2.0,11.0,13.0,15.0,27.0,38 
8.0,15.0,20.0,25.0,32.0,39 
15.0,17.0,23.0,26.0,27.0,36 
1.0,7.0,18.0,29.0,32.0,36 
5.0,7.0,13.0,22.0,31.0,39 
3.0,4.0,7.0,9.0,22.0,25 
16.0,20.0,21.0,22.0,30.0,35 
6.0,14.0,23.0,29.0,31.0,33 
4.0,7.0,8.0,32.0,35.0,36 
5.0,11.0,14.0,16.0,18.0,40 
11.0,13.0,21.0,28.0,30.0,40 
4.0,22.0,24.0,27.0,28.0,33 
9.0,12.0,16.0,25.0,33.0,37 
10.0,11.0,14.0,16.0,23.0,31 
9.0,11.0,13.0,23.0,24.0,25 
5.0,10.0,21.0,26.0,32.0,39 
15.0,17.0,24.0,36.0,39.0,40 
2.0,7.0,16.0,21.0,26.0,30 
15.0,26.0,29.0,31.0,36.0,40 
8.0,12.0,27.0,30.0,31.0,33 
17.0,20.0,23.0,26.0,30.0,31 
6.0,17.0,23.0,26.0,35.0,38 
2.0,3.0,20.0,32.0,33.0,36 
2.0,6.0,9.0,11.0,22.0,29 
4.0,7.0,12.0,27.0,29.0,38 
12.0,13.0,15.0,24.0,33.0,40 
1.0,7.0,13.0,19.0,37.0,39 
8.0,15.0,20.0,21.0,27.0,40 
1.0,3.0,10.0,12.0,15.0,38 
4.0,6.0,9.0,20.0,23.0,28 
18.0,28.0,29.0,30.0,31.0,34 
5.0,11.0,12.0,20.0,39.0,40 
3.0,15.0,27.0,31.0,35.0,38 
3.0,4.0,27.0,32.0,36.0,37 
3.0,12.0,13.0,15.0,23.0,30 
13.0,24.0,25.0,27.0,29.0,40 
12.0,23.0,29.0,30.0,39.0,40 
1.0,14.0,15.0,24.0,38.0,40 
4.0,9.0,12.0,28.0,34.0,35 
4.0,11.0,13.0,16.0,19.0,31 
2.0,5.0,13.0,27.0,39.0,40 
11.0,19.0,21.0,24.0,26.0,29 
6.0,15.0,20.0,21.0,26.0,28 
1.0,8.0,11.0,23.0,33.0,39 
7.0,8.0,24.0,27.0,32.0,35 
5.0,9.0,18.0,19.0,21.0,39 
6.0,16.0,19.0,20.0,29.0,30 
1.0,6.0,26.0,30.0,32.0,38 
4.0,7.0,12.0,24.0,26.0,29 
1.0,6.0,15.0,17.0,25.0,27 
9.0,22.0,27.0,30.0,33.0,34 
2.0,13.0,22.0,24.0,31.0,34 
1.0,12.0,16.0,18.0,33.0,38 
11.0,12.0,15.0,16.0,20.0,38 
7.0,16.0,21.0,27.0,34.0,36 
5.0,16.0,22.0,24.0,28.0,31 
3.0,12.0,14.0,18.0,22.0,29 
11.0,12.0,15.0,26.0,33.0,35 
3.0,10.0,14.0,18.0,19.0,33 
3.0,13.0,16.0,18.0,19.0,27 
1.0,14.0,28.0,31.0,32.0,34 
11.0,13.0,21.0,26.0,28.0,32 
11.0,15.0,21.0,28.0,30.0,37 
5.0,10.0,19.0,20.0,24.0,36 
1.0,3.0,4.0,7.0,8.0,24 
9.0,11.0,12.0,31.0,34.0,37 
7.0,8.0,15.0,20.0,25.0,38 
3.0,5.0,16.0,19.0,39.0,40 
4.0,9.0,18.0,21.0,23.0,32 
20.0,24.0,28.0,30.0,39.0,40 
13.0,18.0,29.0,33.0,36.0,37 
3.0,13.0,19.0,33.0,37.0,38 
19.0,24.0,26.0,31.0,33.0,35 
3.0,6.0,8.0,31.0,34.0,39 
9.0,12.0,22.0,29.0,30.0,31 
2.0,12.0,19.0,23.0,32.0,35 
15.0,16.0,22.0,25.0,31.0,32 
4.0,8.0,10.0,22.0,28.0,35 
11.0,18.0,20.0,35.0,37.0,38 
18.0,23.0,26.0,29.0,30.0,37 
4.0,11.0,27.0,33.0,35.0,37 
1.0,2.0,5.0,17.0,35.0,39 
7.0,8.0,21.0,24.0,25.0,29 
2.0,4.0,11.0,16.0,18.0,24 
11.0,12.0,19.0,23.0,30.0,39 
26.0,29.0,33.0,36.0,37.0,40 
2.0,12.0,16.0,29.0,31.0,39 
5.0,6.0,25.0,27.0,32.0,39 
4.0,6.0,20.0,22.0,36.0,40 
6.0,10.0,15.0,16.0,23.0,32 
1.0,8.0,17.0,30.0,34.0,39 
2.0,8.0,14.0,18.0,20.0,27 
1.0,6.0,8.0,24.0,36.0,39 
2.0,9.0,10.0,14.0,33.0,38 
1.0,6.0,11.0,17.0,19.0,22 
6.0,8.0,13.0,17.0,18.0,37 
8.0,9.0,16.0,21.0,22.0,34 
7.0,8.0,10.0,12.0,20.0,36 
4.0,5.0,10.0,11.0,24.0,36 
1.0,4.0,13.0,25.0,29.0,35 
12.0,14.0,16.0,18.0,36.0,38 
4.0,10.0,11.0,33.0,36.0,40 
1.0,3.0,21.0,23.0,36.0,37 
3.0,9.0,11.0,15.0,19.0,33 
1.0,4.0,21.0,27.0,33.0,37 
2.0,23.0,25.0,34.0,35.0,38 
3.0,8.0,10.0,20.0,29.0,39 
11.0,12.0,21.0,23.0,26.0,34 
4.0,6.0,14.0,17.0,22.0,39 
4.0,10.0,17.0,26.0,28.0,36 
17.0,18.0,22.0,27.0,28.0,29 
7.0,12.0,13.0,20.0,26.0,33 
6.0,13.0,21.0,27.0,37.0,39 
3.0,14.0,27.0,28.0,29.0,40 
1.0,10.0,24.0,34.0,35.0,38 
3.0,21.0,23.0,28.0,35.0,39 
10.0,11.0,18.0,21.0,24.0,30 
1.0,5.0,13.0,26.0,28.0,37 
1.0,7.0,13.0,16.0,27.0,28 
8.0,9.0,16.0,27.0,35.0,37 
13.0,15.0,18.0,30.0,39.0,40 
2.0,29.0,31.0,34.0,37.0,40 
17.0,27.0,28.0,29.0,31.0,32 
1.0,11.0,12.0,18.0,21.0,38 
9.0,11.0,12.0,16.0,17.0,18 
5.0,8.0,15.0,22.0,23.0,36 
1.0,8.0,10.0,15.0,21.0,33 
2.0,6.0,17.0,30.0,39.0,40 
6.0,13.0,26.0,28.0,38.0,40 
4.0,16.0,21.0,25.0,26.0,37 
6.0,9.0,10.0,25.0,31.0,36 
3.0,14.0,25.0,27.0,35.0,36 
12.0,13.0,17.0,18.0,22.0,28 
6.0,7.0,11.0,22.0,23.0,30 
2.0,7.0,16.0,19.0,22.0,26 
4.0,22.0,24.0,26.0,28.0,31 
3.0,11.0,18.0,19.0,29.0,38 
6.0,14.0,23.0,28.0,33.0,40 
6.0,9.0,13.0,16.0,18.0,38 
8.0,11.0,14.0,15.0,27.0,37 
2.0,17.0,25.0,26.0,34.0,36 
2.0,5.0,12.0,18.0,29.0,39 
5.0,12.0,19.0,31.0,33.0,37 
1.0,2.0,8.0,12.0,34.0,38 
1.0,10.0,19.0,22.0,25.0,26 
1.0,10.0,16.0,32.0,35.0,38 
2.0,20.0,26.0,33.0,35.0,39 
1.0,2.0,6.0,17.0,23.0,38 
2.0,4.0,13.0,18.0,31.0,33 
6.0,22.0,26.0,37.0,38.0,39 
13.0,16.0,20.0,28.0,31.0,40 
3.0,5.0,11.0,12.0,29.0,35 
2.0,6.0,9.0,12.0,16.0,17 
2.0,10.0,11.0,15.0,29.0,40 
3.0,26.0,33.0,34.0,35.0,40 
1.0,9.0,18.0,27.0,35.0,36 
2.0,6.0,7.0,30.0,36.0,37 
5.0,15.0,17.0,18.0,23.0,36 
7.0,12.0,20.0,31.0,34.0,36 
3.0,15.0,27.0,30.0,33.0,40 
2.0,16.0,21.0,25.0,33.0,39 
7.0,9.0,17.0,18.0,22.0,32 
12.0,15.0,21.0,25.0,27.0,38 
14.0,22.0,24.0,25.0,33.0,35 
10.0,13.0,23.0,28.0,34.0,39 
18.0,19.0,31.0,33.0,38.0,40 
4.0,7.0,8.0,17.0,39.0,40 
5.0,16.0,18.0,19.0,22.0,30 
5.0,11.0,16.0,24.0,25.0,34 
3.0,10.0,17.0,29.0,30.0,33 
9.0,12.0,23.0,25.0,34.0,35 
14.0,17.0,27.0,30.0,37.0,40 
2.0,15.0,27.0,33.0,37.0,39 
5.0,25.0,27.0,30.0,34.0,39 
4.0,9.0,11.0,24.0,26.0,35 
4.0,9.0,11.0,18.0,22.0,35 
1.0,12.0,14.0,24.0,32.0,33 
1.0,2.0,19.0,28.0,35.0,37 
3.0,4.0,5.0,22.0,27.0,28 
3.0,14.0,24.0,25.0,31.0,35 
6.0,9.0,24.0,25.0,27.0,39 
6.0,9.0,21.0,28.0,29.0,40 
2.0,12.0,17.0,30.0,34.0,38 
1.0,13.0,15.0,18.0,27.0,35 
11.0,13.0,14.0,20.0,28.0,37 
1.0,8.0,20.0,30.0,32.0,36 
4.0,20.0,22.0,34.0,35.0,37 
18.0,20.0,24.0,27.0,32.0,40 
1.0,10.0,25.0,26.0,36.0,38 
1.0,12.0,18.0,31.0,37.0,39 
13.0,16.0,20.0,27.0,29.0,36 
5.0,10.0,19.0,20.0,27.0,36 
9.0,18.0,19.0,24.0,35.0,37 
1.0,9.0,11.0,25.0,30.0,40 
1.0,9.0,14.0,19.0,23.0,28 
9.0,12.0,16.0,20.0,23.0,34 
3.0,12.0,23.0,32.0,36.0,39 
3.0,7.0,23.0,28.0,29.0,38 
9.0,14.0,20.0,23.0,36.0,39 
4.0,7.0,12.0,24.0,25.0,26 
8.0,22.0,23.0,24.0,31.0,32 
19.0,23.0,29.0,32.0,35.0,40 
3.0,8.0,12.0,27.0,29.0,36 
25.0,28.0,29.0,30.0,37.0,38 
6.0,7.0,11.0,17.0,29.0,38 
3.0,14.0,20.0,28.0,34.0,38 
7.0,15.0,23.0,25.0,26.0,29 
6.0,8.0,20.0,22.0,24.0,34 
12.0,19.0,26.0,36.0,37.0,39 
1.0,9.0,13.0,23.0,25.0,35 
8.0,15.0,22.0,25.0,26.0,36 
11.0,16.0,26.0,28.0,29.0,35 
2.0,5.0,11.0,15.0,17.0,20 
1.0,6.0,8.0,18.0,34.0,38 
8.0,9.0,19.0,20.0,23.0,37 
5.0,7.0,23.0,24.0,25.0,37 
6.0,10.0,15.0,18.0,37.0,38 
17.0,24.0,28.0,33.0,37.0,40 
2.0,9.0,14.0,21.0,34.0,35 
1.0,6.0,18.0,21.0,37.0,39 
15.0,16.0,17.0,19.0,25.0,30 
5.0,11.0,22.0,31.0,33.0,38 
10.0,13.0,15.0,21.0,28.0,38 
6.0,7.0,17.0,18.0,20.0,35 
1.0,8.0,11.0,15.0,17.0,21 
4.0,8.0,18.0,29.0,31.0,36 
11.0,18.0,20.0,35.0,36.0,39 
1.0,3.0,12.0,15.0,30.0,34 
7.0,11.0,16.0,19.0,21.0,28 
10.0,16.0,20.0,22.0,34.0,37 
3.0,10.0,11.0,14.0,22.0,34 
5.0,15.0,20.0,25.0,31.0,37 
10.0,17.0,18.0,20.0,24.0,36 
10.0,13.0,25.0,35.0,38.0,40 
1.0,17.0,19.0,20.0,22.0,36 
12.0,14.0,27.0,30.0,33.0,38 
26.0,28.0,31.0,32.0,37.0,39 
1.0,6.0,16.0,21.0,27.0,34 
2.0,9.0,17.0,19.0,25.0,33 
4.0,6.0,17.0,22.0,30.0,37 
3.0,10.0,17.0,21.0,35.0,39 
6.0,10.0,18.0,32.0,38.0,39 
9.0,12.0,31.0,36.0,37.0,40 
11.0,12.0,13.0,24.0,25.0,32 
7.0,24.0,30.0,31.0,36.0,40 
3.0,5.0,7.0,13.0,17.0,22 
1.0,11.0,19.0,21.0,29.0,32 
5.0,9.0,18.0,19.0,28.0,32 
4.0,11.0,15.0,19.0,37.0,38 
2.0,6.0,10.0,29.0,31.0,34 
4.0,18.0,19.0,20.0,33.0,39 
7.0,11.0,17.0,19.0,30.0,33 
1.0,4.0,7.0,24.0,28.0,33 
3.0,4.0,8.0,23.0,26.0,31 
2.0,12.0,24.0,30.0,33.0,40 
5.0,11.0,14.0,20.0,26.0,37 
5.0,6.0,17.0,20.0,26.0,36 
10.0,22.0,25.0,27.0,30.0,33 
1.0,2.0,11.0,24.0,25.0,31 
3.0,6.0,9.0,21.0,29.0,35 
15.0,16.0,17.0,18.0,19.0,24 
13.0,17.0,20.0,28.0,35.0,40 
21.0,23.0,25.0,32.0,33.0,38 
6.0,10.0,11.0,13.0,36.0,39 
1.0,13.0,18.0,28.0,31.0,34 
8.0,13.0,16.0,20.0,25.0,30 
1.0,21.0,22.0,23.0,27.0,29 
4.0,7.0,16.0,17.0,22.0,33 
3.0,6.0,23.0,25.0,31.0,36 
7.0,13.0,17.0,31.0,34.0,40 
3.0,5.0,14.0,17.0,21.0,25 
5.0,11.0,20.0,27.0,30.0,33 
7.0,8.0,14.0,19.0,24.0,28 
1.0,11.0,16.0,27.0,29.0,30 
10.0,11.0,22.0,26.0,28.0,40 
2.0,6.0,11.0,17.0,18.0,29 
4.0,12.0,13.0,17.0,19.0,26 
2.0,4.0,6.0,7.0,25.0,34 
15.0,17.0,18.0,24.0,26.0,38 
14.0,17.0,25.0,26.0,30.0,38 
12.0,13.0,18.0,19.0,20.0,40 
2.0,3.0,9.0,10.0,13.0,28 
7.0,14.0,17.0,20.0,30.0,38 
4.0,6.0,14.0,20.0,33.0,40 
1.0,7.0,10.0,16.0,19.0,33 
1.0,2.0,11.0,15.0,19.0,37 
10.0,20.0,34.0,35.0,37.0,39 
14.0,22.0,27.0,29.0,36.0,40 
4.0,14.0,15.0,20.0,29.0,35 
7.0,8.0,19.0,22.0,37.0,40 
3.0,10.0,11.0,13.0,21.0,35 
5.0,17.0,21.0,24.0,27.0,34 
4.0,9.0,14.0,27.0,31.0,38 
16.0,22.0,24.0,33.0,36.0,38 
